id;name;p0;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;;;;grouped label;category
549;envelope;artifact, artefact;instrumentality, instrumentation;container; ; ; ; ; ; ; ; ; ;;;;;
653;milk can;artifact, artefact;instrumentality, instrumentation;container;can, tin, tin can; ; ; ; ; ; ; ; ;;;;;
441;beer glass;artifact, artefact;instrumentality, instrumentation;container;glass, drinking glass; ; ; ; ; ; ; ; ;;;;;
572;goblet;artifact, artefact;instrumentality, instrumentation;container;glass, drinking glass; ; ; ; ; ; ; ; ;;;;;
481;cassette;artifact, artefact;instrumentality, instrumentation;container; ; ; ; ; ; ; ; ; ;;;;;
868;tray;artifact, artefact;instrumentality, instrumentation;container;receptacle; ; ; ; ; ; ; ; ;;;;;
804;soap dispenser;artifact, artefact;instrumentality, instrumentation;container;dispenser; ; ; ; ; ; ; ; ;;;;;
692;packet;artifact, artefact;instrumentality, instrumentation;container;package, parcel; ; ; ; ; ; ; ; ;;;;;
478;carton;artifact, artefact;instrumentality, instrumentation;container;box; ; ; ; ; ; ; ; ;;;;;
492;chest;artifact, artefact;instrumentality, instrumentation;container;box; ; ; ; ; ; ; ; ;;;;;
771;safe;artifact, artefact;instrumentality, instrumentation;container;box;strongbox, deedbox; ; ; ; ; ; ; ;;;;;
709;pencil box, pencil case;artifact, artefact;instrumentality, instrumentation;container;box; ; ; ; ; ; ; ; ;;;;;
519;crate;artifact, artefact;instrumentality, instrumentation;container;box; ; ; ; ; ; ; ; ;;;;;
637;mailbox, letter box;artifact, artefact;instrumentality, instrumentation;container;box; ; ; ; ; ; ; ; ;;;;;
647;measuring cup;artifact, artefact;instrumentality, instrumentation;container;measure; ; ; ; ; ; ; ; ;;;;;
893;wallet, billfold, notecase, pocketbook;artifact, artefact;instrumentality, instrumentation;container;case; ; ; ; ; ; ; ; ;;;;;
416;balance beam, beam;artifact, artefact;instrumentality, instrumentation;equipment;sports equipment;gymnastic apparatus, exerciser; ; ; ; ; ; ; ;;;;;
602;horizontal bar, high bar;artifact, artefact;instrumentality, instrumentation;equipment;sports equipment;gymnastic apparatus, exerciser; ; ; ; ; ; ; ;;;;;
702;parallel bars, bars;artifact, artefact;instrumentality, instrumentation;equipment;sports equipment;gymnastic apparatus, exerciser; ; ; ; ; ; ; ;;;;;
422;barbell;artifact, artefact;instrumentality, instrumentation;equipment;sports equipment;weight, free weight, exercising weight; ; ; ; ; ; ; ;;;;;
543;dumbbell;artifact, artefact;instrumentality, instrumentation;equipment;sports equipment;weight, free weight, exercising weight; ; ; ; ; ; ; ;;;;;
736;pool table, billiard table, snooker table;artifact, artefact;instrumentality, instrumentation;equipment;game equipment; ; ; ; ; ; ; ; ;;;;;
918;crossword puzzle, crossword;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;game;puzzle; ; ; ; ; ; ;;;;;
611;jigsaw puzzle;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;game;puzzle; ; ; ; ; ; ;;;;;
805;soccer ball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
522;croquet ball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
574;golf ball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
429;baseball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
722;ping-pong ball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
747;punching bag, punch bag, punching ball, punchball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
768;rugby ball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
430;basketball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
890;volleyball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
852;tennis ball;artifact, artefact;instrumentality, instrumentation;equipment;game equipment;ball; ; ; ; ; ; ; ;;;;;
732;Polaroid camera, Polaroid Land camera;artifact, artefact;instrumentality, instrumentation;equipment;photographic equipment;camera, photographic camera; ; ; ; ; ; ; ;;;;;
759;reflex camera;artifact, artefact;instrumentality, instrumentation;equipment;photographic equipment;camera, photographic camera; ; ; ; ; ; ; ;;;;;
477;carpenter's kit, tool kit;artifact, artefact;instrumentality, instrumentation;equipment;gear, paraphernalia, appurtenance;kit, outfit; ; ; ; ; ; ; ;;;;;
540;drilling platform, offshore rig;artifact, artefact;instrumentality, instrumentation;equipment;gear, paraphernalia, appurtenance;rig;drill rig, drilling rig, oilrig, oil rig; ; ; ; ; ; ;;;;;
605;iPod;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment;audio system, sound system;reproducer;stereo, stereophony, stereo system, stereophonic system; ; ; ; ; ;;;;;
662;modem;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment; ; ; ; ; ; ; ; ;;;;;
664;monitor;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment; ; ; ; ; ; ; ; ;;;;;
688;oscilloscope, scope, cathode-ray oscilloscope, CRO;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment; ; ; ; ; ; ; ; ;;;;;
742;printer;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment;peripheral, computer peripheral, peripheral device; ; ; ; ; ; ; ;;;;;
482;cassette player;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment; ; ; ; ; ; ; ; ;;;;;
487;cellular telephone, cellular phone, cellphone, cell, mobile phone;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment;telephone, phone, telephone set;radiotelephone, radiophone, wireless telephone; ; ; ; ; ; ;;;;;
707;pay-phone, pay-station;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment;telephone, phone, telephone set; ; ; ; ; ; ; ;;;;;
528;dial telephone, dial phone;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment;telephone, phone, telephone set; ; ; ; ; ; ; ;;;;;
848;tape player;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment; ; ; ; ; ; ; ; ;;;;;
485;CD player;artifact, artefact;instrumentality, instrumentation;equipment;electronic equipment; ; ; ; ; ; ; ; ;;;;;
713;photocopier;artifact, artefact;instrumentality, instrumentation;equipment;apparatus, setup;duplicator, copier; ; ; ; ; ; ; ;;;;;
701;parachute, chute;artifact, artefact;instrumentality, instrumentation;equipment;rescue equipment; ; ; ; ; ; ; ; ;;;;;
838;sunscreen, sunblock, sun blocker;artifact, artefact;instrumentality, instrumentation;toiletry, toilet articles;cream, ointment, emollient; ; ; ; ; ; ; ; ;;;;;
711;perfume, essence;artifact, artefact;instrumentality, instrumentation;toiletry, toilet articles; ; ; ; ; ; ; ; ; ;;;;;
551;face powder;artifact, artefact;instrumentality, instrumentation;toiletry, toilet articles;cosmetic;makeup, make-up, war paint; ; ; ; ; ; ; ;;;;;
629;lipstick, lip rouge;artifact, artefact;instrumentality, instrumentation;toiletry, toilet articles;cosmetic;makeup, make-up, war paint; ; ; ; ; ; ; ;;;;;
631;lotion;artifact, artefact;instrumentality, instrumentation;toiletry, toilet articles; ; ; ; ; ; ; ; ; ;;;;;
585;hair spray;artifact, artefact;instrumentality, instrumentation;toiletry, toilet articles; ; ; ; ; ; ; ; ; ;;;;;
404;airliner;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;aircraft;heavier-than-air craft;airplane, aeroplane, plane; ; ; ; ;;;;;
895;warplane, military plane;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;aircraft;heavier-than-air craft; ; ; ; ; ;;;;;
405;airship, dirigible;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;aircraft;lighter-than-air craft; ; ; ; ; ;;;;;
417;balloon;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;aircraft;lighter-than-air craft; ; ; ; ; ;;;;;
812;space shuttle;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;spacecraft, ballistic capsule, space vehicle; ; ; ; ; ; ;;;;;
554;fireboat;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;boat; ; ; ; ; ;;;;watercraft;vehicle
576;gondola;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;boat; ; ; ; ; ;;;;watercraft;vehicle
814;speedboat;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;boat;motorboat, powerboat; ; ; ; ;;;;watercraft;vehicle
625;lifeboat;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;boat;sea boat; ; ; ; ;;;;watercraft;vehicle
472;canoe;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;boat;small boat; ; ; ; ;;;;watercraft;vehicle
914;yawl;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;boat;small boat; ; ; ; ;;;;watercraft;vehicle
780;schooner;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;sailing vessel, sailing ship; ; ; ; ; ;;;;watercraft;vehicle
484;catamaran;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;sailing vessel, sailing ship;sailboat, sailing boat; ; ; ; ;;;;watercraft;vehicle
871;trimaran;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;sailing vessel, sailing ship;sailboat, sailing boat; ; ; ; ;;;;watercraft;vehicle
510;container ship, containership, container vessel;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;ship;cargo ship, cargo vessel; ; ; ; ;;;;watercraft;vehicle
628;liner, ocean liner;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;ship;passenger ship; ; ; ; ;;;;watercraft;vehicle
724;pirate, pirate ship;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;ship; ; ; ; ; ;;;;watercraft;vehicle
403;aircraft carrier, carrier, flattop, attack aircraft carrier;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;ship;warship, war vessel, combat ship; ; ; ; ;;;;watercraft;vehicle
833;submarine, pigboat, sub, U-boat;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;ship;warship, war vessel, combat ship;submersible, submersible warship; ; ; ;;;;watercraft;vehicle
913;wreck;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;craft;vessel, watercraft;ship; ; ; ; ; ;;;;watercraft;vehicle
450;bobsled, bobsleigh, bob;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;sled, sledge, sleigh; ; ; ; ; ; ; ;;;;;
537;dogsled, dog sled, dog sleigh;artifact, artefact;instrumentality, instrumentation;conveyance, transport;vehicle;sled, sledge, sleigh; ; ; ; ; ; ; ;;;;;
830;stretcher;artifact, artefact;instrumentality, instrumentation;conveyance, transport;litter; ; ; ; ; ; ; ; ;;;;;
466;bullet train, bullet;artifact, artefact;instrumentality, instrumentation;conveyance, transport;public transport;train, railroad train;passenger train; ; ; ; ; ; ;;;;train;vehicle
874;trolleybus, trolley coach, trackless trolley;artifact, artefact;instrumentality, instrumentation;conveyance, transport;public transport;bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle; ; ; ; ; ; ; ;;;;bus;vehicle
654;minibus;artifact, artefact;instrumentality, instrumentation;conveyance, transport;public transport;bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle; ; ; ; ; ; ; ;;;;bus;vehicle
779;school bus;artifact, artefact;instrumentality, instrumentation;conveyance, transport;public transport;bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle; ; ; ; ; ; ; ;;;;bus;vehicle
488;chain;artifact, artefact;instrumentality, instrumentation;connection, connexion, connector, connecter, connective;attachment, bond;ligament; ; ; ; ; ; ; ;;;;;
431;bassinet;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;baby bed, baby's bed; ; ; ; ; ; ; ;;;;baby bed;furniture
516;cradle;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;baby bed, baby's bed; ; ; ; ; ; ; ;;;;baby bed;furniture
520;crib, cot;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;baby bed, baby's bed; ; ; ; ; ; ; ;;;;baby bed;furniture
564;four-poster;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;bedroom furniture;bed; ; ; ; ; ; ;;;;bed;furniture
453;bookcase;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture; ; ; ; ; ; ; ; ;;;;bookcase;furniture
495;china cabinet, china closet;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;cabinet; ; ; ; ; ; ; ;;;;cabinet;furniture
648;medicine chest, medicine cabinet;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;cabinet; ; ; ; ; ; ; ;;;;cabinet;furniture
493;chiffonier, commode;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;chest of drawers, chest, bureau, dresser; ; ; ; ; ; ; ;;;;commode;furniture
846;table lamp;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;lamp; ; ; ; ; ; ; ;;;;lamp;furniture
553;file, file cabinet, filing cabinet;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;office furniture; ; ; ; ; ; ; ;;;;cabinet;furniture
703;park bench;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat;bench; ; ; ; ; ; ;;;;bench;furniture
423;barber chair;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat;chair; ; ; ; ; ; ;;;;chair;furniture
857;throne;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat;chair;chair of state; ; ; ; ; ;;;;chair;furniture
559;folding chair;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat;chair; ; ; ; ; ; ;;;;chair;furniture
765;rocking chair, rocker;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat;chair; ; ; ; ; ; ;;;;chair;furniture
831;studio couch, day bed;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat;sofa, couch, lounge;convertible, sofa bed; ; ; ; ; ;;;;couch;furniture
861;toilet seat;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;seat; ; ; ; ; ; ; ;;;;;
526;desk;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;table; ; ; ; ; ; ; ;;;;desk;furniture
532;dining table, board;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;table; ; ; ; ; ; ; ;;;;table;furniture
548;entertainment center;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture;wall unit; ; ; ; ; ; ; ;;;;;
894;wardrobe, closet, press;artifact, artefact;instrumentality, instrumentation;furnishing;furniture, piece of furniture, article of furniture; ; ; ; ; ; ; ; ;;;;closet;furniture
741;prayer rug, prayer mat;artifact, artefact;instrumentality, instrumentation;furnishing;rug, carpet, carpeting; ; ; ; ; ; ; ; ;;;;;
794;shower curtain;artifact, artefact;instrumentality, instrumentation;furnishing;curtain, drape, drapery, mantle, pall; ; ; ; ; ; ; ; ;;;;;
854;theater curtain, theatre curtain;artifact, artefact;instrumentality, instrumentation;furnishing;curtain, drape, drapery, mantle, pall; ; ; ; ; ; ; ; ;;;;;
754;radio, wireless;artifact, artefact;instrumentality, instrumentation;system;communication system; ; ; ; ; ; ; ; ;;;;;
851;television, television system;artifact, artefact;instrumentality, instrumentation;system;communication system;telecommunication system, telecom system, telecommunication equipment, telecom equipment; ; ; ; ; ; ; ;;;;;
646;maze, labyrinth;artifact, artefact;instrumentality, instrumentation;system; ; ; ; ; ; ; ; ; ;;;;;
406;altar;artifact, artefact;structure, construction; ; ; ; ; ; ; ; ; ; ;;;;;
706;patio, terrace;artifact, artefact;structure, construction;area; ; ; ; ; ; ; ; ; ;;;;;
821;steel arch bridge;artifact, artefact;structure, construction;bridge, span; ; ; ; ; ; ; ; ; ;;;;;
839;suspension bridge;artifact, artefact;structure, construction;bridge, span; ; ; ; ; ; ; ; ; ;;;;;
888;viaduct;artifact, artefact;structure, construction;bridge, span; ; ; ; ; ; ; ; ; ;;;;;
425;barn;artifact, artefact;structure, construction;building, edifice;farm building; ; ; ; ; ; ; ; ;;;;;
580;greenhouse, nursery, glasshouse;artifact, artefact;structure, construction;building, edifice; ; ; ; ; ; ; ; ; ;;;;;
698;palace;artifact, artefact;structure, construction;building, edifice;house;residence; ; ; ; ; ; ; ;;;;;
663;monastery;artifact, artefact;structure, construction;building, edifice;house;residence;religious residence, cloister; ; ; ; ; ; ;;;;;
624;library;artifact, artefact;structure, construction;building, edifice; ; ; ; ; ; ; ; ; ;;;;;
410;apiary, bee house;artifact, artefact;structure, construction;building, edifice;outbuilding;shed; ; ; ; ; ; ; ;;;;;
449;boathouse;artifact, artefact;structure, construction;building, edifice;outbuilding;shed; ; ; ; ; ; ; ;;;;;
497;church, church building;artifact, artefact;structure, construction;building, edifice;place of worship, house of prayer, house of God, house of worship; ; ; ; ; ; ; ; ;;;;;
668;mosque;artifact, artefact;structure, construction;building, edifice;place of worship, house of prayer, house of God, house of worship; ; ; ; ; ; ; ; ;;;;;
832;stupa, tope;artifact, artefact;structure, construction;building, edifice;place of worship, house of prayer, house of God, house of worship;shrine; ; ; ; ; ; ; ;;;;;
727;planetarium;artifact, artefact;structure, construction;building, edifice; ; ; ; ; ; ; ; ; ;;;;;
762;restaurant, eating house, eating place, eatery;artifact, artefact;structure, construction;building, edifice; ; ; ; ; ; ; ; ; ;;;;;
498;cinema, movie theater, movie theatre, movie house, picture palace;artifact, artefact;structure, construction;building, edifice;theater, theatre, house; ; ; ; ; ; ; ; ;;;;;
598;home theater, home theatre;artifact, artefact;structure, construction;building, edifice;theater, theatre, house; ; ; ; ; ; ; ; ;;;;;
634;lumbermill, sawmill;artifact, artefact;structure, construction;building complex, complex;plant, works, industrial plant;factory, mill, manufacturing plant, manufactory; ; ; ; ; ; ; ;;;;;
506;coil, spiral, volute, whorl, helix;artifact, artefact;structure, construction; ; ; ; ; ; ; ; ; ; ;;;;;
863;totem pole;artifact, artefact;structure, construction;column, pillar; ; ; ; ; ; ; ; ; ;;;;;
682;obelisk;artifact, artefact;structure, construction;column, pillar; ; ; ; ; ; ; ; ; ;;;;;
483;castle;artifact, artefact;structure, construction;defensive structure, defense, defence;fortification, munition; ; ; ; ; ; ; ; ;;;;;
743;prison, prison house;artifact, artefact;structure, construction;establishment;institution;penal institution, penal facility;correctional institution; ; ; ; ; ; ;;;;;
582;grocery store, grocery, food market, market;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;marketplace, market place, mart, market; ; ; ; ; ; ;;;;;
415;bakery, bakeshop, bakehouse;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
424;barbershop;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
454;bookshop, bookstore, bookstall;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
467;butcher shop, meat market;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
509;confectionery, confectionary, candy store;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
788;shoe shop, shoe-shop, shoe store;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
860;tobacco shop, tobacconist shop, tobacconist;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
865;toyshop;artifact, artefact;structure, construction;establishment;place of business, business establishment;mercantile establishment, retail store, sales outlet, outlet;shop, store; ; ; ; ; ; ;;;;;
562;fountain;artifact, artefact;structure, construction; ; ; ; ; ; ; ; ; ; ;;;;;
660;mobile home, manufactured home;artifact, artefact;structure, construction;housing, lodging, living accommodations; ; ; ; ; ; ; ; ; ;;;;;
500;cliff dwelling;artifact, artefact;structure, construction;housing, lodging, living accommodations;dwelling, home, domicile, abode, habitation, dwelling house; ; ; ; ; ; ; ; ;;;;;
915;yurt;artifact, artefact;structure, construction;housing, lodging, living accommodations;dwelling, home, domicile, abode, habitation, dwelling house; ; ; ; ; ; ; ; ;;;;;
536;dock, dockage, docking facility;artifact, artefact;structure, construction;landing, landing place; ; ; ; ; ; ; ; ; ;;;;;
873;triumphal arch;artifact, artefact;structure, construction;memorial, monument; ; ; ; ; ; ; ; ; ;;;;;
458;brass, memorial tablet, plaque;artifact, artefact;structure, construction;memorial, monument; ; ; ; ; ; ; ; ; ;;;;;
649;megalith, megalithic structure;artifact, artefact;structure, construction;memorial, monument; ; ; ; ; ; ; ; ; ;;;;;
421;bannister, banister, balustrade, balusters, handrail;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier; ; ; ; ; ; ; ; ;;;;;
460;breakwater, groin, groyne, mole, bulwark, seawall, jetty;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier; ; ; ; ; ; ; ; ;;;;;
525;dam, dike, dyke;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier; ; ; ; ; ; ; ; ;;;;;
489;chainlink fence;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;fence, fencing; ; ; ; ; ; ; ;;;;;
716;picket fence, paling;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;fence, fencing; ; ; ; ; ; ; ;;;;;
912;worm fence, snake fence, snake-rail fence, Virginia fence;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;fence, fencing;rail fence; ; ; ; ; ; ;;;;;
825;stone wall;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;fence, fencing; ; ; ; ; ; ; ;;;;;
581;grille, radiator grille;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;grate, grating; ; ; ; ; ; ; ;;;;;
799;sliding door;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;movable barrier;door; ; ; ; ; ; ;;;;;
877;turnstile;artifact, artefact;structure, construction;obstruction, obstructor, obstructer, impediment, impedimenta;barrier;movable barrier;gate; ; ; ; ; ; ;;;;;
672;mountain tent;artifact, artefact;structure, construction;shelter;tent, collapsible shelter; ; ; ; ; ; ; ; ;;;;;
599;honeycomb;artifact, artefact;structure, construction;supporting structure;framework; ; ; ; ; ; ; ; ;;;;;
729;plate rack;artifact, artefact;structure, construction;supporting structure;framework;rack; ; ; ; ; ; ; ;;;;;
708;pedestal, plinth, footstall;artifact, artefact;structure, construction;supporting structure;support; ; ; ; ; ; ; ; ;;;;;
437;beacon, lighthouse, beacon light, pharos;artifact, artefact;structure, construction;tower; ; ; ; ; ; ; ; ; ;;;;;
917;comic book;artifact, artefact;creation;product, production;work, piece of work;publication;magazine, mag; ; ; ; ; ; ;;;;;
781;scoreboard;artifact, artefact;sheet, flat solid;board; ; ; ; ; ; ; ; ; ;;;;;
746;puck, hockey puck;artifact, artefact;sheet, flat solid;plate;disk, disc; ; ; ; ; ; ; ; ;;;;;
911;wool, woolen, woollen;artifact, artefact;fabric, cloth, material, textile; ; ; ; ; ; ; ; ; ; ;;;;;
591;handkerchief, hankie, hanky, hankey;artifact, artefact;fabric, cloth, material, textile;piece of cloth, piece of material; ; ; ; ; ; ; ; ; ;;;;;
533;dishrag, dishcloth;artifact, artefact;fabric, cloth, material, textile;piece of cloth, piece of material; ; ; ; ; ; ; ; ; ;;;;;
700;paper towel;artifact, artefact;fabric, cloth, material, textile;piece of cloth, piece of material;towel; ; ; ; ; ; ; ; ;;;;;
434;bath towel;artifact, artefact;fabric, cloth, material, textile;piece of cloth, piece of material;towel; ; ; ; ; ; ; ; ;;;;;
443;bib;artifact, artefact;fabric, cloth, material, textile;piece of cloth, piece of material; ; ; ; ; ; ; ; ; ;;;;;
885;velvet;artifact, artefact;fabric, cloth, material, textile; ; ; ; ; ; ; ; ; ; ;;;;;
643;mask;artifact, artefact;covering; ; ; ; ; ; ; ; ; ; ;;;;;
501;cloak;artifact, artefact;covering; ; ; ; ; ; ; ; ; ; ;;;;;
921;book jacket, dust cover, dust jacket, dust wrapper;artifact, artefact;covering;wrapping, wrap, wrapper;jacket; ; ; ; ; ; ; ; ;;;;;
789;shoji;artifact, artefact;covering;screen, cover, covert, concealment; ; ; ; ; ; ; ; ; ;;;;;
774;sandal;artifact, artefact;covering;footwear, footgear;shoe; ; ; ; ; ; ; ; ;;;;shoe;clothing
770;running shoe;artifact, artefact;covering;footwear, footgear;shoe; ; ; ; ; ; ; ; ;;;;shoe;clothing
630;Loafer;artifact, artefact;covering;footwear, footgear;shoe; ; ; ; ; ; ; ; ;;;;shoe;clothing
514;cowboy boot;artifact, artefact;covering;footwear, footgear;boot; ; ; ; ; ; ; ; ;;;;shoe;clothing
502;clog, geta, patten, sabot;artifact, artefact;covering;footwear, footgear; ; ; ; ; ; ; ; ; ;;;;shoe;clothing
419;Band Aid;artifact, artefact;covering;cloth covering;dressing, medical dressing;bandage, patch;adhesive bandage; ; ; ; ; ; ;;;;;
750;quilt, comforter, comfort, puff;artifact, artefact;covering;cloth covering;bedclothes, bed clothing, bedding; ; ; ; ; ; ; ; ;;;;;
539;doormat, welcome mat;artifact, artefact;covering;floor cover, floor covering;mat; ; ; ; ; ; ; ; ;;;;;
903;wig;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;attire, garb, dress;hairpiece, false hair, postiche; ; ; ; ; ; ; ;;;;;
615;knee pad;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;protective garment; ; ; ; ; ; ; ; ;;;;;
411;apron;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;protective garment; ; ; ; ; ; ; ; ;;;;;
400;academic gown, academic robe, judge's robe;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;outerwear, overclothes;gown, robe; ; ; ; ; ; ; ;;;;;
887;vestment;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;outerwear, overclothes;gown, robe; ; ; ; ; ; ; ;;;;;
465;bulletproof vest;artifact, artefact;covering;clothing, article of clothing, vesture, wear, wearable, habiliment;garment;vest, waistcoat; ; ; ; ; ; ; ;;;;;
